nohup: ignoring input

[------------------------------] 0/1071   0.00% | ok=0 | failed=0
[------------------------------] 1/1071   0.09% | ok=1 | failed=0
[##########################----] 955/1071  89.17% | ok=955 | failed=0
[##########################----] 956/1071  89.26% | ok=956 | failed=0
[##########################----] 957/1071  89.36% | ok=957 | failed=0
[##########################----] 958/1071  89.45% | ok=958 | failed=0
[##########################----] 959/1071  89.54% | ok=959 | failed=0
[##########################----] 960/1071  89.64% | ok=960 | failed=0
[##########################----] 961/1071  89.73% | ok=961 | failed=0
[##########################----] 962/1071  89.82% | ok=962 | failed=0
[##########################----] 963/1071  89.92% | ok=963 | failed=0
[###########################---] 964/1071  90.01% | ok=964 | failed=0
[###########################---] 965/1071  90.10% | ok=965 | failed=0
[###########################---] 966/1071  90.20% | ok=966 | failed=0
[###########################---] 967/1071  90.29% | ok=967 | failed=0
[###########################---] 968/1071  90.38% | ok=968 | failed=0
[###########################---] 969/1071  90.48% | ok=969 | failed=0
[###########################---] 970/1071  90.57% | ok=970 | failed=0
[###########################---] 971/1071  90.66% | ok=971 | failed=0
[###########################---] 972/1071  90.76% | ok=972 | failed=0
[###########################---] 973/1071  90.85% | ok=973 | failed=0
[###########################---] 974/1071  90.94% | ok=974 | failed=0
[###########################---] 975/1071  91.04% | ok=975 | failed=0
[###########################---] 976/1071  91.13% | ok=976 | failed=0
[###########################---] 977/1071  91.22% | ok=977 | failed=0
[###########################---] 978/1071  91.32% | ok=978 | failed=0
[###########################---] 979/1071  91.41% | ok=979 | failed=0
[###########################---] 980/1071  91.50% | ok=980 | failed=0
[###########################---] 981/1071  91.60% | ok=981 | failed=0
[###########################---] 982/1071  91.69% | ok=982 | failed=0
[###########################---] 983/1071  91.78% | ok=983 | failed=0
[###########################---] 984/1071  91.88% | ok=984 | failed=0
[###########################---] 985/1071  91.97% | ok=985 | failed=0
[###########################---] 986/1071  92.06% | ok=986 | failed=0
[###########################---] 987/1071  92.16% | ok=987 | failed=0
[###########################---] 988/1071  92.25% | ok=988 | failed=0
[###########################---] 989/1071  92.34% | ok=989 | failed=0
[###########################---] 990/1071  92.44% | ok=990 | failed=0
[###########################---] 991/1071  92.53% | ok=991 | failed=0
[###########################---] 992/1071  92.62% | ok=992 | failed=0
[###########################---] 993/1071  92.72% | ok=993 | failed=0
[###########################---] 994/1071  92.81% | ok=994 | failed=0
[###########################---] 995/1071  92.90% | ok=995 | failed=0
[###########################---] 996/1071  93.00% | ok=996 | failed=0
[###########################---] 997/1071  93.09% | ok=997 | failed=0
[###########################---] 998/1071  93.18% | ok=998 | failed=0
[###########################---] 999/1071  93.28% | ok=999 | failed=0
[############################--] 1000/1071  93.37% | ok=1000 | failed=0
[############################--] 1001/1071  93.46% | ok=1001 | failed=0
[############################--] 1002/1071  93.56% | ok=1002 | failed=0
[############################--] 1003/1071  93.65% | ok=1003 | failed=0
[############################--] 1004/1071  93.74% | ok=1004 | failed=0
[############################--] 1005/1071  93.84% | ok=1005 | failed=0
[############################--] 1006/1071  93.93% | ok=1006 | failed=0
[############################--] 1007/1071  94.02% | ok=1007 | failed=0
[############################--] 1008/1071  94.12% | ok=1008 | failed=0
[############################--] 1009/1071  94.21% | ok=1009 | failed=0
[############################--] 1010/1071  94.30% | ok=1010 | failed=0
[############################--] 1011/1071  94.40% | ok=1011 | failed=0
[############################--] 1012/1071  94.49% | ok=1012 | failed=0
[############################--] 1013/1071  94.58% | ok=1013 | failed=0
[############################--] 1014/1071  94.68% | ok=1014 | failed=0
[############################--] 1015/1071  94.77% | ok=1015 | failed=0
[############################--] 1016/1071  94.86% | ok=1016 | failed=0
[############################--] 1017/1071  94.96% | ok=1017 | failed=0
[############################--] 1018/1071  95.05% | ok=1018 | failed=0
[############################--] 1019/1071  95.14% | ok=1019 | failed=0
[############################--] 1020/1071  95.24% | ok=1020 | failed=0
[############################--] 1021/1071  95.33% | ok=1021 | failed=0
[############################--] 1022/1071  95.42% | ok=1022 | failed=0
[############################--] 1023/1071  95.52% | ok=1023 | failed=0
[############################--] 1024/1071  95.61% | ok=1024 | failed=0
[############################--] 1025/1071  95.70% | ok=1025 | failed=0
[############################--] 1026/1071  95.80% | ok=1026 | failed=0
[############################--] 1027/1071  95.89% | ok=1027 | failed=0
[############################--] 1028/1071  95.99% | ok=1028 | failed=0
[############################--] 1029/1071  96.08% | ok=1029 | failed=0
[############################--] 1030/1071  96.17% | ok=1030 | failed=0
[############################--] 1031/1071  96.27% | ok=1031 | failed=0
[############################--] 1032/1071  96.36% | ok=1032 | failed=0
[############################--] 1033/1071  96.45% | ok=1033 | failed=0
[############################--] 1034/1071  96.55% | ok=1034 | failed=0
[############################--] 1035/1071  96.64% | ok=1035 | failed=0
[#############################-] 1036/1071  96.73% | ok=1036 | failed=0
[#############################-] 1037/1071  96.83% | ok=1037 | failed=0
[#############################-] 1038/1071  96.92% | ok=1038 | failed=0
[#############################-] 1039/1071  97.01% | ok=1039 | failed=0
[#############################-] 1040/1071  97.11% | ok=1040 | failed=0
[#############################-] 1041/1071  97.20% | ok=1041 | failed=0
[#############################-] 1042/1071  97.29% | ok=1042 | failed=0
[#############################-] 1043/1071  97.39% | ok=1043 | failed=0
[#############################-] 1044/1071  97.48% | ok=1044 | failed=0
[#############################-] 1045/1071  97.57% | ok=1045 | failed=0
[#############################-] 1046/1071  97.67% | ok=1046 | failed=0
[#############################-] 1047/1071  97.76% | ok=1047 | failed=0
[#############################-] 1048/1071  97.85% | ok=1048 | failed=0
[#############################-] 1049/1071  97.95% | ok=1049 | failed=0
[#############################-] 1050/1071  98.04% | ok=1050 | failed=0
[#############################-] 1051/1071  98.13% | ok=1051 | failed=0
[#############################-] 1052/1071  98.23% | ok=1052 | failed=0
[#############################-] 1053/1071  98.32% | ok=1053 | failed=0
[#############################-] 1054/1071  98.41% | ok=1054 | failed=0
[#############################-] 1055/1071  98.51% | ok=1055 | failed=0
[#############################-] 1056/1071  98.60% | ok=1056 | failed=0
[#############################-] 1057/1071  98.69% | ok=1057 | failed=0
[#############################-] 1058/1071  98.79% | ok=1058 | failed=0
[#############################-] 1059/1071  98.88% | ok=1059 | failed=0
[#############################-] 1060/1071  98.97% | ok=1060 | failed=0
[#############################-] 1061/1071  99.07% | ok=1061 | failed=0
[#############################-] 1062/1071  99.16% | ok=1062 | failed=0
[#############################-] 1063/1071  99.25% | ok=1063 | failed=0
[#############################-] 1064/1071  99.35% | ok=1064 | failed=0
[#############################-] 1065/1071  99.44% | ok=1065 | failed=0
[#############################-] 1066/1071  99.53% | ok=1066 | failed=0
[#############################-] 1067/1071  99.63% | ok=1067 | failed=0
[#############################-] 1068/1071  99.72% | ok=1068 | failed=0
[#############################-] 1069/1071  99.81% | ok=1069 | failed=0
[#############################-] 1070/1071  99.91% | ok=1070 | failed=0
[##############################] 1071/1071 100.00% | ok=1071 | failed=0
Input root: /workspace/shared/QWEN_API_Calling/simpleproto_from_sgf
Output root: /workspace/shared/QWEN_API_Calling/prompted_json
Total step files: 1071
Succeeded: 1071
Failed: 0
Avg elapsed per sample (all): 37.68s
Avg elapsed per sample (success): 37.68s
